Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
17-08-2013,9,0.60,,,0.30,,0.60,,,,,,0.60,,0.60,0.60,,,,,,1.40,1.20,0.20,,,0.30,0.6,0.6,,0.40,,,1.30,0.90,,0.80,0.70,,0.90,0.70,
17-08-2013,10,0.20,,,0.20,,0.60,,,,,,0.60,,0.60,0.70,,,,,,0.90,0.70,0.30,,,0.40,0.4,0.7,,0.50,,,0.90,0.50,,0.70,0.60,,0.40,0.40,
17-08-2013,11,0.20,,,,,0.50,,,,,,0.70,,0.60,0.60,,,,,,0.70,0.50,0.40,,,0.50,0.2,0.9,,0.40,,,0.80,0.40,,0.60,0.50,,0.20,0.30,
17-08-2013,12,0.20,,,0.30,,0.30,,,,,,0.70,,0.50,0.50,,,,,,0.60,0.50,0.30,,,0.50,0.1,0.5,,0.30,,,0.80,0.40,,0.40,0.30,,0.20,0.20,
17-08-2013,13,0.20,,,0.20,,0.30,,,,,,0.70,,0.50,0.40,,,,,,0.60,0.50,0.30,,,0.40,0.1,0.5,,0.20,,,0.70,0.40,,0.40,0.30,,0.20,0.30,
17-08-2013,14,0.10,,,0.20,,0.30,,,,,,0.60,,0.50,0.40,,,,,,0.70,,0.20,,,0.40,0.1,0.5,,0.20,,,0.70,0.40,,0.30,0.30,,0.20,0.20,
17-08-2013,15,0.10,,,0.30,,0.40,,,,,,0.60,,0.60,0.40,,,,,,0.60,,0.20,,,0.30,0.1,0.5,,0.20,,,0.60,0.40,,0.30,0.30,,0.20,0.20,
17-08-2013,16,0.10,,,0.30,,0.30,,,,,,0.50,,0.50,0.50,,,,,,0.60,0.50,0.20,,,0.30,,0.4,,0.30,,,0.60,0.40,,0.30,0.30,,0.30,0.30,
17-08-2013,17,0.10,,,0.30,,0.40,,,,,,,,0.60,0.60,,,,,,0.80,0.60,0.20,,,0.40,,0.4,,0.20,,,0.70,0.40,,0.40,0.40,,0.20,0.30,
17-08-2013,18,0.10,,,0.30,,0.40,,,,,,,,0.60,0.60,,,,,,1.10,0.90,0.30,,,0.50,,0.8,,0.30,,,1.10,0.40,,0.50,0.50,,0.30,0.50,
17-08-2013,19,0.10,,,0.30,,0.30,,,,,,,,0.60,0.60,,,,,,0.60,0.60,0.40,,,0.60,,0.9,,0.30,,,0.80,0.40,,0.60,0.20,,0.30,0.50,
17-08-2013,20,0.20,,,0.30,,0.30,,,,,,,,0.50,0.50,,,,,,0.50,0.50,0.40,,,0.40,,0.8,,0.30,,,0.60,0.50,,0.50,,,0.40,0.40,
17-08-2013,21,0.20,,,0.30,,0.40,,,,,,0.70,,0.60,0.50,,,,,,0.50,0.60,0.20,,,0.40,0.2,0.4,,0.30,,,0.60,0.50,,0.30,0.30,,0.40,0.50,
17-08-2013,22,0.10,,,0.30,,0.40,,,,,,0.60,,0.60,0.50,,,,,,0.50,0.60,0.30,,,0.40,0.2,0.4,,0.30,,,0.50,0.40,,0.30,0.30,,0.30,0.40,
17-08-2013,23,0.10,,,0.20,,0.30,,,,,,0.60,,0.50,0.40,,,,,,0.50,0.50,0.20,,,0.40,0.1,0.4,,0.20,,,0.50,0.40,,0.30,0.20,,0.30,0.30,
17-08-2013,24,0.10,,,0.20,,0.20,,,,,,0.50,,0.40,0.40,,,,,,0.50,0.40,0.20,,,,0.1,0.4,,0.10,,,0.50,0.40,,0.30,0.20,,0.30,0.10,
18-08-2013,1,0.10,,,0.10,,0.20,,,,,,0.50,,0.30,0.40,,,,,,0.50,0.30,0.20,,,,0.1,0.3,,0.10,,,0.40,0.30,,0.30,0.20,,0.20,0.10,
18-08-2013,2,0.20,,,0.10,,0.20,,,,,,0.40,,0.30,0.40,,,,,,0.40,0.40,0.10,,,,0.1,0.2,,0.10,,,0.40,0.30,,0.30,0.30,,0.30,0.10,
18-08-2013,3,0.10,,,0.10,,0.20,,,,,,0.40,,0.40,0.40,,,,,,0.40,0.40,0.10,,,,0.1,0.2,,0.20,,,0.40,0.30,,0.30,0.30,,0.30,0.10,
18-08-2013,4,0.20,,,0.20,,0.20,,,,,,0.40,,0.30,0.40,,,,,,0.50,0.40,0.20,,,,0.1,0.3,,0.10,,,0.40,0.30,,0.30,0.40,,0.20,0.20,
18-08-2013,5,0.20,,,0.20,,0.20,,,,,,0.40,,0.30,0.40,,,,,,0.60,0.50,0.10,,,,0.1,0.3,,0.20,,,0.40,0.30,,0.40,0.60,,0.30,0.50,
18-08-2013,6,0.20,,,0.20,,0.20,,,,,,0.50,,0.50,0.40,,,,,,1.10,0.80,0.20,,,,0.2,0.4,,0.30,,,0.50,0.40,,0.40,0.70,,0.40,1.10,
18-08-2013,7,0.60,,,0.80,,0.80,,,,,,1.00,,1.00,0.60,,,,,,1.20,1.30,0.20,,,,0.5,0.7,,0.50,,,0.70,0.70,,0.80,1.90,,0.80,1.50,
18-08-2013,8,0.50,,,1.00,,0.80,,,,,,0.50,,0.90,0.80,,,,,,1.30,1.30,0.30,,,,0.6,0.9,,0.60,,,1.10,0.80,,1.00,2.20,,1.20,1.40,
18-08-2013,9,0.30,,,0.50,,0.40,,,,,,0.50,,0.50,0.70,,,,,,0.90,0.70,0.20,,,,0.5,0.5,,0.50,,,0.70,0.80,,1.00,1.10,,0.80,0.90,
18-08-2013,10,0.20,,,0.40,,0.40,,,,,,0.50,,0.40,0.60,,,,,,1.00,0.40,0.30,,,,0.3,0.7,,0.80,,,0.70,0.50,,0.70,,,0.40,0.70,
18-08-2013,11,0.10,,,0.30,,0.40,,,,,,0.60,,0.60,0.60,,,,,,0.90,0.40,0.30,,,,0.3,0.7,,0.50,,,0.70,0.40,,0.50,0.40,,0.30,0.40,
18-08-2013,12,0.20,,,0.30,,0.30,,,,,,0.60,,0.50,0.60,,,,,,0.70,0.50,0.30,,,,0.2,0.6,,0.20,,,0.60,0.30,,0.50,0.40,,0.20,0.30,
18-08-2013,13,0.10,,,0.20,,0.30,,,,,,0.60,,0.40,0.60,,,,,,0.70,0.40,0.30,,,,0.1,0.5,,0.30,,,0.60,0.30,,0.40,0.30,,0.20,0.20,
18-08-2013,14,0.20,,,0.20,,0.20,,,,,,0.60,,0.30,0.40,,,,,,0.50,0.40,0.30,,,,0.1,0.5,,0.20,,,0.60,0.30,,0.30,0.30,,0.20,0.20,
18-08-2013,15,0.20,,,0.20,,0.20,,,,,,0.60,,0.30,0.30,,,,,,0.60,0.50,0.20,,,,0.1,0.4,,0.20,,,0.60,0.30,,0.30,0.30,,0.20,0.20,
18-08-2013,16,0.20,,,0.20,,0.20,,,,,,,,0.30,0.30,,,,,,0.50,0.40,0.20,,,,0.1,0.3,,0.20,,,0.50,0.30,,0.30,0.30,,0.20,0.20,
18-08-2013,17,0.20,,,0.20,,0.20,,,,,,0.50,,0.30,0.30,,,,,,0.50,0.50,0.20,,,,0.1,0.4,,0.30,,,0.50,0.30,,0.30,0.30,,0.20,0.20,
18-08-2013,18,0.10,,,0.20,,0.30,,,,,,0.50,,0.30,0.40,,,,,,0.50,0.50,0.20,,,,0.1,0.4,,0.30,,,0.40,0.30,,0.30,0.30,,0.20,0.20,
18-08-2013,19,0.20,,,0.30,,0.30,,,,,,0.50,,0.40,0.40,,,,,,0.40,0.50,0.20,,,,0.1,0.4,,0.20,,,0.40,0.40,,0.30,0.30,,0.20,0.20,
18-08-2013,20,0.20,,,0.30,,0.30,,,,,,0.60,,0.40,0.40,,,,,,0.40,0.50,0.20,,,,0.1,0.4,,0.20,,,0.50,0.40,,0.30,0.30,,0.30,0.30,
18-08-2013,21,0.20,,,0.20,,0.30,,,,,,0.60,,0.40,0.40,,,,,,0.50,0.40,0.20,,,,0.2,0.3,,0.20,,,0.50,0.50,,0.30,0.30,,0.30,0.30,
18-08-2013,22,0.10,,,0.20,,0.30,,,,,,0.50,,0.40,0.40,,,,,,0.50,0.40,0.20,,,,0.1,0.3,,0.20,,,0.40,0.40,,0.30,0.30,,0.40,0.20,
18-08-2013,23,0.20,,,0.20,,0.20,,,,,,0.50,,0.40,0.40,,,,,,0.50,0.40,0.10,,,,0.1,0.3,,0.20,,,0.40,0.40,,0.30,0.30,,0.30,0.20,
18-08-2013,24,0.20,,,0.20,,0.20,,,,,,0.40,,0.30,0.40,,,,,,0.40,0.30,0.20,,,,0.1,0.2,,0.10,,,,0.30,,0.40,0.30,,0.20,0.10,
19-08-2013,1,0.10,,,0.10,,0.20,,,,,,0.50,,0.30,0.40,,,,,,0.40,0.30,0.10,,,,0.1,0.2,,0.20,,,,0.40,,0.30,0.30,,0.20,0.10,
19-08-2013,2,0.10,,,0.20,,0.10,,,,,,0.40,,0.30,0.30,,,,,,0.30,0.30,0.10,,,,0.0,0.1,,0.20,,,,0.30,,0.30,0.20,,0.20,0.10,
19-08-2013,3,0.10,,,0.10,,0.10,,,,,,0.40,,0.30,0.30,,,,,,0.30,0.20,0.10,,,,0.0,0.1,,0.10,,,,0.30,,0.30,0.20,,0.20,0.10,
19-08-2013,4,0.10,,,0.20,,0.20,,,,,,0.40,,0.40,0.30,,,,,,0.30,0.20,0.10,,,,0.0,0.1,,0.10,,,,0.30,,0.30,0.20,,0.20,0.30,
19-08-2013,5,0.20,,,0.30,,0.20,,,,,,0.50,,0.50,0.40,,,,,,0.50,0.40,0.20,,,,0.1,0.3,,0.20,,,,0.30,,0.40,0.40,,0.40,0.70,
19-08-2013,6,0.40,,,0.50,,0.50,,,,,,0.60,,0.90,0.60,,,,,,0.70,0.80,0.20,,,,0.5,0.7,,0.30,,,,0.50,,0.60,0.90,,0.50,1.00,
19-08-2013,7,0.70,,,0.70,,1.30,,,,,,0.90,,1.10,1.00,,,,,,1.40,1.30,0.50,,,,1.2,1.2,,0.80,,,,0.80,,1.00,1.40,,0.70,1.30,
19-08-2013,8,0.50,,,0.60,,1.00,,,,,,0.90,,1.30,0.90,,,,,,1.20,1.50,0.70,,,,0.6,1.0,,0.70,,,1.00,0.60,,1.20,1.30,,0.70,0.50,
19-08-2013,9,0.30,,,0.40,,0.50,,,,,,1.00,,0.80,0.70,,,,,,0.80,0.60,0.60,,,,0.2,0.8,,0.60,,,0.80,0.40,,0.90,0.60,,0.30,0.50,
19-08-2013,10,0.20,,,0.50,,0.30,,,,,,,,0.50,0.70,,,,,,0.90,0.40,0.60,,,,0.2,0.8,,0.50,,,0.70,0.40,,0.50,0.50,,0.30,0.40,
19-08-2013,11,0.20,,,0.40,,0.40,,,,,,,,0.60,0.60,,,,,,1.00,0.50,0.40,,,,0.2,0.6,,0.30,,,0.70,0.30,,0.50,0.60,,0.30,0.30,
19-08-2013,12,0.20,,,0.20,,0.30,,,,,,,,0.50,0.60,,,,,,0.90,0.50,0.30,,,,0.1,0.6,,0.50,,,0.70,0.30,,0.70,0.60,,0.20,0.30,
19-08-2013,13,0.20,,,0.30,,0.40,,,,,,0.40,,0.60,0.60,,,,,,0.60,0.40,0.30,,,,0.1,0.7,,0.50,,,0.70,0.30,,0.60,0.40,,0.30,0.30,
19-08-2013,14,0.20,,,0.30,,0.40,,,,,,0.50,,0.60,0.50,,,,,,0.60,0.40,0.50,,,,0.1,0.7,,0.40,,,0.60,0.40,,0.40,0.40,,,0.30,
19-08-2013,15,0.20,,,0.20,,0.40,,,,,,0.50,,0.50,0.50,,,,,,0.60,0.50,0.40,,,,0.1,0.5,,0.20,,,0.70,0.40,,0.40,0.50,,,0.30,
19-08-2013,16,0.20,,,0.20,,0.50,,,,,,0.50,,0.60,0.50,,,,,,0.90,0.60,0.30,,,,0.2,0.5,,0.30,,,0.70,0.40,,0.50,0.50,,,0.30,
19-08-2013,17,0.20,,,0.30,,0.50,,,,,,0.50,,0.60,0.50,,,,,,0.70,0.40,0.30,,,,0.1,0.5,,0.30,,,0.90,0.40,,0.50,0.40,,0.30,0.40,
19-08-2013,18,0.20,,,0.30,,0.50,,,,,,0.50,,0.70,0.60,,,,,,0.60,0.40,0.20,,,,0.1,0.4,,0.40,,,0.70,0.40,,0.40,0.40,,0.30,0.50,
19-08-2013,19,0.10,,,0.40,,0.50,,,,,,0.50,,0.60,0.60,,,,,,0.60,0.50,0.30,,,,0.1,0.5,,0.40,,,0.80,0.40,,0.40,0.40,,0.40,0.40,
19-08-2013,20,0.20,,,0.40,,0.40,,,,,,0.50,,0.70,0.60,,,,,,0.60,0.40,0.30,,,,0.2,0.5,,0.40,,,0.60,0.50,,0.40,0.40,,0.40,0.40,
19-08-2013,21,0.20,,,0.30,,0.40,,,,,,0.40,,0.70,0.50,,,,,,0.50,0.40,0.20,,,,0.1,0.4,,0.40,,,0.50,0.50,,0.30,0.40,,0.40,0.40,
19-08-2013,22,0.20,,,0.30,,0.30,,,,,,0.40,,0.80,0.50,,,,,,0.50,0.40,0.20,,,,0.1,0.4,,0.40,,,0.40,0.40,,0.40,0.30,,0.30,0.30,
19-08-2013,23,0.10,,,0.20,,0.20,,,,,,0.30,,0.60,0.40,,,,,,0.40,0.30,0.20,,,,0.1,0.4,,0.30,,,0.40,0.30,,0.30,0.20,,0.20,0.20,
19-08-2013,24,0.10,,,0.20,,0.20,,,,,,,,0.40,0.40,,,,,,,0.20,0.20,,,,0.0,0.3,,0.20,,,0.40,0.30,,0.30,0.30,,0.20,0.10,
20-08-2013,1,0.10,,,0.10,,0.20,,,,,,,,0.30,0.40,,,,,,,0.20,0.20,,,0.20,0.0,0.2,,0.10,,,0.40,0.30,,0.30,0.30,,0.20,0.10,
20-08-2013,2,0.10,,,0.10,,0.10,,,,,,,,0.30,0.40,,,,,,,0.10,0.10,,,0.20,0.0,0.2,,0.10,,,0.40,0.30,,0.30,0.20,,0.20,0.10,
20-08-2013,3,0.10,,,0.10,,0.10,,,,,,,,0.30,0.40,,,,,,,0.20,0.10,,,0.20,0.0,0.2,,0.10,,,0.40,0.30,,0.30,0.20,,0.20,0.00,
20-08-2013,4,0.10,,,0.20,,0.20,,,,,,,,0.30,0.40,,,,,,,0.20,0.10,,,0.20,0.0,0.2,,0.10,,,0.40,0.30,,0.30,0.20,,0.20,0.10,
20-08-2013,5,0.10,,,0.20,,0.20,,,,,,,,0.40,0.40,,,,,,,0.30,0.20,,,0.20,0.1,0.3,,0.20,,,0.50,0.40,,0.40,0.30,,0.30,0.20,
20-08-2013,6,0.20,,,0.40,,0.50,,,,,,0.40,,0.60,0.60,,,,,,0.80,0.80,0.30,,,0.30,0.3,0.7,,0.30,,,0.80,0.50,,0.70,0.70,,0.40,0.30,
20-08-2013,7,0.40,,,0.60,,0.90,,,,,,0.50,,0.80,0.90,,,,,,1.70,1.20,0.50,,,0.40,0.5,1.2,,0.70,,,1.10,0.70,,0.90,1.50,,0.60,0.50,
20-08-2013,8,0.50,,,0.60,,0.90,,,,,,0.50,,0.70,0.90,,,,,,1.80,1.20,0.50,,,0.30,0.9,1.2,,0.70,,,1.10,0.80,,1.10,1.90,,0.70,0.70,
20-08-2013,9,0.40,,,0.50,,0.80,,,,,,0.50,,0.50,,,,,,,1.80,1.70,0.50,,,0.40,0.6,0.9,,0.60,,,0.80,0.70,,0.90,1.30,,0.60,0.80,
20-08-2013,10,0.40,,,0.20,,0.60,,,,,,0.40,,0.50,,,,,,,1.30,1.30,0.30,,,0.30,0.4,0.8,,0.60,,,0.80,0.50,,0.80,1.00,,0.30,0.80,
20-08-2013,11,0.40,,,0.20,,0.60,,,,,,,,0.60,,,,,,,1.00,1.20,0.30,,,0.30,0.5,0.8,,0.60,,,0.80,0.40,,0.80,0.90,,0.30,1.00,
20-08-2013,12,0.30,,,0.30,,0.60,,,,,,0.40,,0.40,,,,,,,1.00,1.10,0.40,,,0.40,0.6,0.6,,0.50,,,1.00,0.50,,0.80,0.90,,0.40,0.90,
20-08-2013,13,0.40,,,0.30,,0.50,,,,,,0.50,,0.60,,,,,,,1.20,1.20,0.40,,,0.40,0.6,0.6,,0.40,,,1.00,0.50,,0.80,1.00,,0.50,0.90,
20-08-2013,14,0.30,,,0.40,,0.60,,,,,,0.60,,0.70,0.90,,,,,,1.10,1.20,0.40,,,0.50,0.6,0.9,,0.50,,,1.00,0.60,,0.80,1.00,,0.40,0.90,
20-08-2013,15,0.30,,,0.50,,0.80,,,,,,0.60,,1.10,1.00,,,,,,1.30,1.10,0.40,,,0.50,0.6,0.9,,0.30,,,1.30,0.60,,0.80,0.90,,0.30,0.80,
20-08-2013,16,,,,0.60,,0.70,,,,,,0.70,,0.80,0.80,,,,,,1.40,1.50,0.40,,,0.50,1.0,0.8,,0.30,,,1.00,0.80,,0.70,0.90,,0.50,1.20,
20-08-2013,17,0.50,,,0.70,,0.80,,,,,,0.60,,0.60,0.80,,,,,,1.70,1.40,0.40,,,0.60,0.7,0.8,,0.20,,,1.30,0.80,,0.60,1.10,,0.80,0.90,
20-08-2013,18,0.60,,,0.60,,0.80,,,,,,0.60,,0.70,0.80,,,,,,,1.40,0.60,,,0.60,0.7,1.1,,0.50,,,1.10,0.70,,0.90,1.20,,0.70,0.70,
20-08-2013,19,0.40,,,0.50,,0.70,,,,,,0.80,,0.70,0.90,,,,,,,1.10,0.80,,,0.60,0.7,1.3,,0.70,,,1.10,0.80,,1.00,1.10,,0.60,0.60,
20-08-2013,20,0.30,,,0.70,,0.60,,,,,,0.70,,0.70,0.80,,,,,,1.30,0.80,0.60,,,0.40,0.6,1.3,,0.70,,,1.10,0.70,,1.00,1.00,,0.60,0.40,
20-08-2013,21,0.10,,,0.70,,0.60,,,,,,0.50,,0.80,0.80,,,,,,1.00,0.90,0.70,,,0.40,0.5,1.3,,0.60,,,1.00,0.70,,0.90,1.00,,0.50,0.40,
20-08-2013,22,0.10,,,0.40,,0.70,,,,,,0.70,,0.80,1.10,,,,,,1.40,0.80,0.80,,,0.50,0.5,1.3,,0.70,,,1.00,0.60,,0.90,1.10,,0.50,0.60,
20-08-2013,23,0.20,,,0.40,,0.70,,,,,,0.60,,0.80,0.80,,,,,,1.30,0.70,0.80,,,0.60,0.4,1.2,,0.80,,,0.80,0.50,,1.10,1.10,,0.30,0.60,
20-08-2013,24,0.10,,,0.30,,0.60,,,,,,0.50,,0.50,,,,,,,1.00,0.50,,,,0.50,0.5,0.8,,0.80,,,0.70,0.40,,1.10,1.00,,0.30,0.50,
21-08-2013,1,0.10,,,0.20,,0.40,,,,,,0.50,,0.50,,,,,,,1.00,0.40,,,,0.40,0.4,0.8,,0.80,,,0.50,0.40,,0.90,0.80,,0.30,0.30,
21-08-2013,2,0.10,,,0.10,,0.30,,,,,,0.40,,0.40,,,,,,,0.80,0.30,,,,0.40,0.2,0.8,,0.50,,,0.50,0.40,,0.70,0.40,,0.20,0.30,
21-08-2013,3,0.20,,,0.10,,0.20,,,,,,0.30,,0.30,,,,,,,0.50,0.30,,,,0.30,0.1,0.6,,0.40,,,0.60,0.40,,0.50,0.30,,0.20,0.40,
21-08-2013,4,0.20,,,0.20,,0.30,,,,,,0.30,,0.30,,,,,,,0.60,0.30,,,,0.20,0.3,0.4,,0.40,,,0.50,0.40,,0.50,0.40,,0.30,0.40,
21-08-2013,5,0.20,,,0.30,,0.30,,,,,,0.30,,0.40,,,,,,,1.20,0.60,,,,0.20,0.8,0.4,,0.50,,,0.60,0.40,,0.70,0.50,,0.30,1.30,
21-08-2013,6,0.50,,,0.50,,0.60,,,,,,0.50,,0.70,1.00,,,,,,1.00,1.00,0.50,,,0.30,1.1,0.7,,0.40,,,0.80,0.70,,1.20,0.80,,0.60,1.40,
21-08-2013,7,0.90,,,0.80,,1.20,,,,,,0.80,,1.00,1.40,,,,,,1.80,1.10,0.50,,,0.50,1.8,1.2,,1.00,,,1.10,0.80,,1.50,1.10,,1.00,1.70,
21-08-2013,8,0.90,,,0.60,,1.30,,,,,,0.80,,0.90,1.40,,,,,,2.30,1.30,1.00,,,0.50,1.2,1.4,,2.10,,,1.60,0.80,,1.30,1.40,,0.80,2.00,
21-08-2013,9,0.20,,,0.50,,1.10,,,,,,0.60,,0.80,1.20,,,,,,1.70,1.10,0.60,,,0.50,0.8,1.4,,0.90,,,1.20,0.70,,1.10,1.10,,0.50,1.60,
21-08-2013,10,,,,,,1.00,,,,,,0.70,,1.00,1.40,,,,,,1.50,1.10,0.70,,,0.50,0.5,1.2,,0.60,,,1.20,0.70,,1.10,1.20,,0.40,1.00,
21-08-2013,11,,,,,,0.90,,,,,,0.80,,1.20,1.40,,,,,,1.70,0.90,0.80,,,0.60,0.4,0.8,,0.40,,,1.20,0.60,,1.00,1.10,,0.40,0.80,
21-08-2013,12,,,,,,1.10,,,,,,0.90,,1.20,1.20,,,,,,1.10,0.60,0.80,,,0.90,0.4,0.8,,0.20,,,1.20,0.60,,0.60,0.80,,0.40,0.80,
21-08-2013,13,,,,,,0.80,,,,,,1.20,,1.20,0.90,,,,,,0.80,0.60,0.80,,,1.00,0.2,0.9,,0.20,,,1.00,0.60,,0.70,0.70,,0.50,0.70,
21-08-2013,14,0.20,,,,,0.70,,,,,,1.20,,1.30,0.80,,,,,,1.00,0.80,0.30,,,0.70,0.4,0.5,,0.20,,,0.90,0.70,,0.50,0.70,,0.50,0.60,
21-08-2013,15,0.20,,,0.50,,0.60,,,,,,0.40,,1.10,0.70,,,,,,0.80,0.50,0.20,,,0.30,0.5,0.4,,0.10,,,1.00,0.60,,0.30,0.50,,0.50,0.70,
21-08-2013,16,0.20,,,0.30,,0.70,,,,,,0.50,,0.80,0.60,,,,,,0.70,0.40,0.20,,,0.40,0.5,0.4,,0.10,,,1.80,0.70,,0.30,0.40,,0.40,0.70,
21-08-2013,17,0.20,,,0.30,,0.80,,,,,,0.70,,0.60,0.80,,,,,,0.80,0.40,0.20,,,0.50,0.4,0.4,,0.10,,,1.10,0.60,,0.40,0.30,,0.40,0.80,
21-08-2013,18,0.40,,,0.10,,0.60,,,,,,0.60,,0.40,0.90,,,,,,0.60,0.50,0.50,,,0.50,0.3,0.9,,0.20,,,0.90,0.60,,0.50,0.50,,0.40,0.60,
21-08-2013,19,0.40,,,0.20,,0.40,,,,,,0.50,,0.50,0.60,,,,,,0.90,0.80,0.30,,,0.40,0.5,0.8,,0.40,,,0.80,0.60,,0.70,0.70,,0.40,,
21-08-2013,20,0.40,,,0.10,,0.50,,,,,,0.50,,0.40,0.60,,,,,,0.80,0.90,0.40,,,0.40,0.4,0.9,,0.70,,,1.00,0.60,,0.70,0.70,,0.50,,
21-08-2013,21,0.40,,,0.30,,0.60,,,,,,0.50,,0.50,0.70,,,,,,1.00,1.00,0.40,,,0.30,0.5,0.9,,0.60,,,1.00,0.60,,0.70,0.90,,0.60,,
21-08-2013,22,0.40,,,0.60,,0.50,,,,,,0.50,,0.50,0.60,,,,,,0.90,0.90,0.40,,,0.30,0.5,0.9,,0.40,,,0.80,0.70,,0.60,1.00,,0.60,,
21-08-2013,23,0.30,,,0.20,,0.50,,,,,,0.40,,0.50,0.70,,,,,,0.90,1.00,0.40,,,0.30,0.5,0.7,,0.40,,,0.80,0.80,,0.60,0.90,,0.50,,
21-08-2013,24,,,,0.10,,0.40,,,,,,0.40,,0.50,0.80,,,,,,0.80,0.90,0.30,,,0.30,0.4,0.7,,0.30,,,0.70,0.60,,0.60,0.70,,0.40,,
22-08-2013,1,,,,0.10,,0.40,,,,,,0.30,,0.50,0.60,,,,,,0.80,0.70,0.20,,,0.30,0.3,0.8,,0.30,,,0.60,0.40,,0.80,0.70,,0.30,,
22-08-2013,2,,,,0.00,,0.30,,,,,,0.30,,0.40,0.50,,,,,,0.60,0.70,0.10,,,0.20,0.3,0.6,,0.30,,,0.50,0.40,,0.50,0.60,,0.20,,
22-08-2013,3,,,,0.00,,0.20,,,,,,0.30,,0.40,0.50,,,,,,0.50,0.50,0.10,,,0.30,0.3,0.5,,0.40,,,0.50,0.30,,0.50,0.50,,0.20,,
22-08-2013,4,,,,0.00,,0.30,,,,,,0.30,,0.50,0.40,,,,,,0.50,0.40,0.10,,,0.20,0.3,0.3,,0.30,,,0.50,0.40,,0.50,0.60,,0.30,,
22-08-2013,5,0.30,,,0.10,,0.40,,,,,,0.30,,0.60,0.40,,,,,,0.70,0.80,0.20,,,0.20,0.4,0.6,,0.40,,,0.70,0.40,,0.70,0.80,,0.30,,
22-08-2013,6,0.50,,,0.50,,0.60,,,,,,0.50,,0.80,0.60,,,,,,0.80,1.30,0.40,,,0.30,0.9,1.1,,0.80,,,0.90,0.70,,1.10,1.10,,0.60,,
22-08-2013,7,0.80,,,0.90,,1.10,,,,,,0.60,,1.30,0.90,,,,,,1.20,2.30,0.70,,,0.40,1.3,1.6,,1.20,,,1.30,0.90,,1.10,1.70,,0.80,,
22-08-2013,8,0.70,,,0.30,,1.30,,,,,,0.70,,1.20,1.20,,,,,,1.50,1.30,0.70,,,0.50,1.9,1.4,,1.20,,,1.40,0.80,,1.50,2.50,,0.80,2.70,
22-08-2013,9,0.60,,,0.20,,0.90,,,,,,0.70,,0.80,1.40,,,,,,1.70,1.00,0.60,,,0.50,1.0,1.4,,0.70,,,1.40,0.60,,1.20,1.80,,0.50,1.70,
22-08-2013,10,0.30,,,0.20,,0.80,,,,,,0.70,,0.60,1.10,,,,,,1.40,0.80,0.50,,,0.60,0.6,1.4,,,,,1.10,0.70,,1.20,1.50,,0.40,1.30,
22-08-2013,11,0.20,,,0.20,,0.70,,,,,,,,0.70,1.00,,,,,,1.10,0.60,0.70,,,0.70,0.5,1.2,,,,,1.10,0.70,,1.20,1.60,,0.40,0.80,
22-08-2013,12,0.20,,,0.10,,0.70,,,,,,,,0.60,0.90,,,,,,,0.50,0.70,,,0.70,0.3,1.1,,,,,1.00,0.50,,1.20,0.90,,0.40,0.60,
22-08-2013,13,0.20,,,0.20,,0.70,,,,,,,,0.90,1.00,,,,,,0.90,0.50,0.70,,,0.70,0.3,1.0,,,,,1.00,0.50,,0.90,0.60,,0.40,0.50,
22-08-2013,14,0.20,,,0.10,,0.60,,,,,,,,0.90,0.80,,,,,,0.70,0.40,0.60,,,0.70,0.2,0.9,,,,,1.00,0.50,,0.70,0.60,,0.30,0.50,
22-08-2013,15,,,,0.10,,0.50,,,,,,0.90,,0.80,0.60,,,,,,0.60,,0.50,,,0.70,0.2,0.7,,0.50,,,0.80,0.40,,0.70,0.40,,0.30,0.40,
22-08-2013,16,0.10,,,0.00,,0.60,,,,,,0.90,,0.70,0.80,,,,,,1.10,0.60,0.50,,,0.60,0.4,0.9,,0.20,,,0.90,0.40,,0.80,0.90,,0.30,0.50,
22-08-2013,17,0.20,,,0.20,,0.70,,,,,,0.60,,0.90,0.90,,,,,,,0.70,0.70,,,0.50,0.8,1.0,,0.10,,,1.10,0.50,,0.40,0.60,,0.30,0.70,
22-08-2013,18,,,,,,0.80,,,,,,0.60,,0.80,1.00,,,,,,,1.00,0.60,,,0.60,0.5,1.0,,0.10,,,1.30,0.70,,0.60,1.00,,0.30,0.50,
22-08-2013,19,0.20,,,,,0.70,,,,,,0.60,,0.60,0.80,,,,,,,0.90,0.50,,,0.50,0.4,1.1,,0.50,,,1.70,1.00,,1.00,0.90,,0.30,0.30,
22-08-2013,20,0.20,,,,,0.70,,,,,,0.60,,0.60,0.80,,,,,,,0.60,0.50,,,0.50,0.2,0.9,,0.80,,,1.40,1.00,,0.90,0.60,,0.40,0.40,
22-08-2013,21,0.20,,,,,0.70,,,,,,0.50,,0.70,0.70,,,,,,,0.80,0.50,,,0.40,0.3,1.2,,0.50,,,1.50,0.80,,1.10,0.60,,0.40,0.20,
