Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
05-10-2015,24,,0.60,,,,,0.50,0.60,0.40,,0.40,0.80,,0.50,,0.30,,,0.50,,0.40,0.70,,,0.20,,0.60,,0.00,0.30,,,0.40,,,,,,,,0.60,,,0.60,0.40,,,0.50,
06-10-2015,1,,0.60,,,,,0.40,0.50,0.40,,0.30,0.60,,0.40,,0.20,,,0.50,,0.30,0.50,,,0.20,,0.60,,0.00,0.30,,,0.30,,,,,,,,0.60,,,0.40,0.20,,,0.50,
06-10-2015,2,,0.50,,,,,0.40,0.50,0.40,,0.30,0.50,,0.40,,0.30,,,0.40,,0.30,0.50,,,0.20,,0.60,,0.00,0.20,,,0.30,,,,,,,,0.50,,,0.40,0.30,,,0.50,
06-10-2015,3,,0.50,,,,,0.40,0.50,0.40,,0.30,0.60,,0.40,,0.30,,,0.40,,0.20,0.40,,,0.20,,0.60,,0.00,0.20,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.40,
06-10-2015,4,,0.50,,,,,0.40,0.50,0.40,,0.20,0.80,,0.40,,0.20,,,0.50,,0.20,0.50,,,0.30,,0.60,,0.00,0.20,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.50,
06-10-2015,5,,0.50,,,,,0.40,0.60,0.30,,0.40,0.50,,0.40,,0.20,,,0.50,,0.10,0.60,,,0.30,,0.60,,0.10,0.30,,,0.50,,,,,,,,0.60,,,0.50,0.40,,,0.80,
06-10-2015,6,,0.70,,,,,0.40,0.80,0.40,,0.70,0.80,,0.50,,1.10,,,0.50,,0.00,0.70,,,0.50,,0.80,,0.30,0.30,,,0.80,,,,,,,,1.00,,,0.90,0.50,,,1.40,
06-10-2015,7,,0.80,,,,,0.70,1.50,0.50,,0.90,2.10,,0.60,,1.70,,,0.80,,0.10,1.60,,,1.00,,1.10,,0.60,0.50,,,1.40,,,,,,,,1.50,,,1.00,0.80,,,1.90,
06-10-2015,8,,1.00,,,,,1.00,1.40,0.60,,0.90,1.80,,0.60,,1.20,,,1.00,,,2.00,,,0.80,,1.10,,0.70,0.50,,,1.10,,,,,,,,1.40,,,1.20,0.80,,,1.40,
06-10-2015,9,,0.90,,,,,1.00,1.40,0.60,,0.60,0.70,,0.50,,0.40,,,0.90,,0.20,1.30,,,0.50,,0.90,,0.50,0.40,,,0.80,,,,,,,,1.40,,,1.20,1.10,,,1.20,
06-10-2015,10,,0.80,,,,,0.70,0.90,0.50,,0.20,0.60,,0.50,,0.30,,,0.70,,0.20,1.00,,,0.40,,0.80,,0.50,0.30,,,0.70,,,,,,,,1.00,,,0.80,1.10,,,1.00,
06-10-2015,11,,0.70,,,,,0.70,0.90,,,0.20,0.60,,0.50,,0.40,,,0.80,,0.20,1.00,,,0.50,,0.80,,0.90,0.30,,,0.70,,,,,,,,0.90,,,0.70,0.90,,,0.90,
06-10-2015,12,,0.70,,,,,0.70,0.80,,,0.20,0.50,,0.40,,0.50,,,0.70,,0.20,0.90,,,0.50,,0.80,,0.60,0.40,,,0.50,,,,,,,,0.90,,,0.70,0.70,,,0.80,
06-10-2015,13,,0.80,,,,,0.70,0.80,,,0.10,0.60,,0.60,,0.50,,,0.80,,0.40,0.90,,,0.30,,1.00,,0.20,0.60,,,0.50,,,,,,,,0.80,,,0.70,0.60,,,0.60,
06-10-2015,14,,0.90,,,,,0.60,0.70,,,0.10,0.50,,0.60,,0.40,,,0.60,,0.50,0.60,,,0.40,,0.90,,0.10,0.60,,,0.40,,,,,,,,0.60,,,0.50,0.20,,,0.50,
06-10-2015,15,,0.80,,,,,0.40,0.60,0.50,,0.00,0.40,,0.50,,0.50,,,0.40,,,0.60,,,0.40,,0.70,,0.10,0.40,,,0.40,,,,,,,,0.70,,,0.30,0.20,,,0.50,
06-10-2015,16,,0.60,,,,,0.30,0.50,0.40,,0.00,0.30,,0.40,,0.40,,,0.30,,,0.50,,,0.50,,0.60,,0.10,0.30,,,0.30,,,,,,,,0.60,,,0.30,0.20,,,0.40,
06-10-2015,17,,0.60,,,,,0.30,0.60,0.40,,0.00,0.50,,0.40,,0.30,,,0.30,,,0.50,,,,,0.60,,0.20,0.20,,,0.40,,,,,,,,0.60,,,0.30,0.20,,,0.60,
06-10-2015,18,,0.70,,,,,0.40,0.80,0.50,,0.10,0.70,,0.40,,0.80,,,0.40,,,0.70,,,,,0.70,,0.20,0.40,,,0.40,,,,,,,,0.90,,,0.30,0.20,,,0.70,
06-10-2015,19,,0.70,,,,,0.50,0.90,0.50,,0.10,0.60,,0.50,,0.80,,,0.50,,,0.80,,,,,0.80,,0.30,0.40,,,0.60,,,,,,,,1.40,,,0.40,0.30,,,0.70,
06-10-2015,20,,0.70,,,,,0.40,0.90,0.50,,0.10,0.60,,0.50,,0.60,,,0.50,,,0.80,,,0.40,,0.80,,0.40,0.40,,,0.60,,,,,,,,0.50,,,0.40,0.30,,,0.70,
06-10-2015,21,,0.70,,,,,0.50,0.70,0.50,,0.10,0.60,,0.60,,0.40,,,0.50,,,0.80,,,0.70,,0.70,,0.30,0.40,,,0.50,,,,,,,,0.60,,,0.50,0.40,,,0.60,
06-10-2015,22,,0.70,,,,,0.40,0.60,0.40,,0.10,0.60,,0.50,,0.40,,,0.50,,,0.80,,,0.50,,0.70,,0.40,0.30,,,0.60,,,,,,,,0.70,,,0.50,0.40,,,0.50,
06-10-2015,23,,0.60,,,,,0.40,0.60,0.40,,0.20,0.60,,0.40,,0.30,,,0.50,,,0.70,,,0.30,,0.70,,0.30,0.30,,,0.40,,,,,,,,0.60,,,0.50,0.40,,,0.50,
06-10-2015,24,,0.50,,,,,0.40,0.50,0.40,,0.30,0.60,,0.40,,0.20,,,0.40,,,0.50,,,0.40,,0.60,,0.20,0.20,,,0.30,,,,,,,,0.50,,,0.40,0.40,,,0.70,
07-10-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-10-2015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-10-2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-10-2015,4,,0.40,,,,,0.40,0.50,0.30,,0.30,0.70,,0.40,,0.20,,,0.40,,,0.60,,,0.40,,,,0.10,0.20,,,0.40,,,,,,,,0.50,,,0.40,0.30,,,0.90,
07-10-2015,5,,0.50,,,,,0.50,0.60,0.30,,0.30,0.80,,0.60,,0.40,,,0.70,,,0.70,,,0.50,,,,0.20,0.20,,,0.80,,,,,,,,0.60,,,0.40,0.50,,,1.00,
07-10-2015,6,,0.60,,,,,0.80,1.40,0.50,,0.80,1.50,,0.80,,1.30,,,1.00,,,1.20,,,1.50,,,,0.50,0.50,,,1.40,,,,,,,,1.30,,,0.80,0.90,,,1.80,
07-10-2015,7,,0.80,,,,,1.40,2.40,1.40,,1.30,2.50,,0.90,,3.10,,,1.40,,,2.10,,,2.30,,,,1.80,1.00,,,2.00,,,,,,,,2.00,,,1.70,1.50,,,2.60,
07-10-2015,8,,0.80,,,,,2.00,2.10,1.70,,1.70,1.80,,1.00,,2.30,,,2.30,,,2.20,,,2.20,,,,1.60,0.90,,,2.60,,,,,,,,3.50,,,1.60,1.30,,,2.90,
07-10-2015,9,,0.90,,,,,2.30,1.30,1.70,,0.90,1.30,,1.60,,2.10,,,1.90,,0.10,1.60,,,2.00,,,,0.70,0.70,,,1.70,,,,,,,,3.50,,,1.30,0.90,,,2.30,
07-10-2015,10,,1.10,,,,,1.90,1.40,1.60,,0.30,1.10,,1.20,,1.60,,,1.90,,0.10,1.40,,,1.50,,,,0.70,0.80,,,1.10,,,,,,,,1.60,,,1.20,1.00,,,2.30,
07-10-2015,11,,1.30,,,,,1.60,1.10,,,0.30,1.20,,0.90,,1.20,,,1.80,,0.30,1.50,,,1.30,,,,0.60,1.30,,,1.00,,,,,,,,2.00,,,1.10,1.00,,,2.00,
07-10-2015,12,,1.20,,,,,,1.30,,,0.20,1.00,,0.70,,0.80,,,1.00,,0.40,1.40,,,0.80,,,,0.40,1.20,,,0.70,,,,,,,,1.20,,,0.90,0.80,,,1.00,
07-10-2015,13,,1.20,,,,,,0.80,1.10,,0.10,0.70,,0.70,,0.60,,,1.00,,0.40,1.20,,,0.60,,0.60,,0.30,1.00,,,0.50,,,,,,,,1.00,,,0.80,0.70,,,0.80,
07-10-2015,14,,1.20,,,,,,0.70,0.90,,0.10,0.50,,0.60,,0.50,,,0.80,,0.40,1.10,,,,,0.50,,0.20,0.70,,,0.40,,,,,,,,0.70,,,0.80,0.60,,,0.70,
07-10-2015,15,,1.00,,,,,,0.60,0.80,,0.10,0.50,,0.50,,0.40,,,0.60,,0.40,1.00,,,0.50,,0.50,,0.20,0.60,,,0.40,,,,,,,,0.90,,,0.60,0.50,,,0.70,
07-10-2015,16,,1.00,,,,,0.70,0.70,0.80,,0.10,0.60,,0.50,,0.50,,,0.70,,,0.90,,,0.50,,0.40,,0.20,0.60,,,0.40,,,,,,,,0.90,,,0.40,0.50,,,0.60,
07-10-2015,17,,1.00,,,,,0.80,0.70,0.80,,0.10,0.50,,0.40,,0.50,,,0.60,,,0.90,,,0.60,,0.50,,0.10,0.70,,,0.30,,,,,,,,0.80,,,0.40,0.40,,,0.60,
07-10-2015,18,,0.60,,,,,0.80,0.80,0.60,,0.30,0.50,,0.40,,0.40,,,0.70,,,1.10,,,0.70,,0.40,,0.30,0.70,,,0.70,,,,,,,,1.00,,,0.30,0.50,,,0.50,
07-10-2015,19,,0.60,,,,,1.00,1.00,0.70,,0.20,0.50,,0.70,,0.40,,,0.90,,0.40,0.90,,,0.50,,0.50,,0.40,0.70,,,0.70,,,,,,,,0.90,,,0.30,0.50,,,0.90,
07-10-2015,20,,0.50,,,,,1.00,1.00,1.00,,0.20,0.60,,0.50,,0.60,,,0.90,,0.40,1.00,,,0.60,,0.50,,0.50,0.60,,,0.80,,,,,,,,0.80,,,0.40,0.40,,,0.90,
07-10-2015,21,,0.50,,,,,0.90,0.90,1.10,,0.20,0.60,,0.40,,0.70,,,0.70,,0.30,1.10,,,0.50,,0.60,,0.50,0.60,,,0.70,,,,,,,,0.80,,,0.30,0.60,,,0.80,
07-10-2015,22,,0.70,,,,,0.70,0.90,0.90,,0.20,0.50,,0.40,,0.40,,,0.90,,0.30,1.20,,,0.50,,0.60,,0.40,0.50,,,0.60,,,,,,,,0.70,,,0.50,0.60,,,0.80,
07-10-2015,23,,0.70,,,,,0.60,0.70,0.50,,0.20,0.50,,0.50,,0.40,,,0.60,,0.20,0.90,,,0.50,,0.30,,0.30,0.40,,,0.60,,,,,,,,0.70,,,0.60,0.50,,,0.80,
07-10-2015,24,,0.60,,,,,0.50,0.60,0.50,,0.10,0.50,,0.60,,0.50,,,0.60,,0.40,0.80,,,0.30,,0.30,,0.30,0.40,,,0.50,,,,,,,,0.60,,,0.40,0.50,,,0.90,
08-10-2015,1,,0.50,,,,,0.50,0.50,0.50,,0.10,0.50,,0.30,,0.40,,,0.50,,0.40,0.60,,,0.30,,0.30,,0.30,0.30,,,0.40,,,,,,,,0.60,,,0.40,0.40,,,1.00,
08-10-2015,2,,0.60,,,,,0.50,0.50,0.50,,0.20,0.30,,0.30,,0.30,,,0.50,,0.30,0.60,,,0.40,,0.20,,0.20,0.30,,,0.30,,,,,,,,0.50,,,0.30,0.40,,,0.90,
08-10-2015,3,,0.70,,,,,0.50,0.50,0.50,,0.10,0.40,,0.50,,0.30,,,0.60,,0.20,0.60,,,0.40,,0.10,,0.10,0.30,,,0.40,,,,,,,,0.50,,,0.30,0.40,,,0.80,
08-10-2015,4,,0.60,,,,,0.40,0.50,0.40,,0.30,0.40,,0.70,,0.30,,,0.50,,0.20,0.70,,,0.40,,0.20,,0.10,0.20,,,0.40,,,,,,,,0.50,,,0.30,0.30,,,1.20,
08-10-2015,5,,0.60,,,,,0.40,0.50,0.30,,0.30,0.60,,0.70,,0.40,,,0.60,,0.10,0.90,,,0.60,,0.20,,0.20,0.30,,,0.60,,,,,,,,0.60,,,0.40,0.40,,,1.60,
08-10-2015,6,,0.70,,,,,0.70,0.90,0.60,,0.60,0.90,,1.10,,1.30,,,0.90,,0.10,1.40,,,1.00,,0.50,,0.50,0.50,,,1.20,,,,,,,,1.10,,,0.80,0.70,,,1.80,
08-10-2015,7,,0.70,,,,,1.60,1.60,1.40,,0.50,1.90,,1.40,,2.60,,,1.10,,0.20,1.90,,,1.40,,1.20,,0.60,1.00,,,1.30,,,,,,,,1.20,,,1.80,1.20,,,2.00,
08-10-2015,8,,1.10,,,,,2.00,1.90,2.00,,0.80,2.10,,1.40,,2.90,,,1.40,,,2.40,,,1.60,,1.10,,0.90,1.50,,,1.40,,,,,,,,1.70,,,2.20,1.40,,,2.00,
08-10-2015,9,,1.30,,,,,2.20,1.60,2.00,,0.50,1.40,,1.20,,1.30,,,1.80,,0.20,2.10,,,1.70,,1.00,,1.00,1.40,,,1.00,,,,,,,,1.60,,,1.60,1.30,,,2.00,
08-10-2015,10,,,,,,,2.00,1.60,1.80,,0.30,1.10,,1.10,,1.20,,,2.00,,0.30,1.70,,,1.40,,1.60,,0.80,,,,1.10,,,,,,,,1.40,,,1.00,1.20,,,1.60,
08-10-2015,11,,,,,,,1.40,1.60,1.50,,0.20,1.10,,1.50,,0.80,,,1.50,,0.30,1.40,,,1.10,,1.60,,0.60,,,,0.90,,,,,,,,1.20,,,0.80,0.80,,,1.30,
08-10-2015,12,,,,,,,0.90,1.20,1.00,,0.20,0.80,,1.20,,0.90,,,1.10,,0.70,0.90,,,0.80,,1.40,,0.30,,,,0.60,,,,,,,,1.20,,,0.60,0.50,,,0.90,
08-10-2015,13,,,,,,,0.60,0.80,0.60,,0.10,0.60,,0.70,,0.70,,,0.70,,0.60,0.70,,,0.50,,0.60,,0.20,,,,0.50,,,,,,,,1.10,,,0.50,0.30,,,0.70,
08-10-2015,14,,,,,,,0.50,0.60,0.50,,0.10,0.50,,0.70,,0.70,,,0.50,,0.70,0.60,,,0.30,,0.40,,0.10,0.40,,,0.40,,,,,,,,1.00,,,0.40,0.30,,,0.60,
08-10-2015,15,,0.80,,,,,0.40,0.60,0.50,,0.10,0.50,,0.60,,0.70,,,0.40,,0.80,0.60,,,0.60,,0.30,,0.10,0.40,,,0.40,,,,,,,,0.90,,,0.30,0.20,,,0.60,
08-10-2015,16,,0.80,,,,,0.40,0.50,0.50,,0.20,0.60,,0.50,,0.60,,,0.40,,,0.60,,,0.50,,0.30,,0.10,0.30,,,0.40,,,,,,,,0.60,,,0.40,0.20,,,0.60,
08-10-2015,17,,0.70,,,,,0.40,0.60,0.50,,0.10,0.50,,0.50,,0.50,,,0.40,,,0.80,,,,,0.30,,0.20,0.30,,,0.50,,,,,,,,0.80,,,0.40,0.30,,,0.70,
08-10-2015,18,,0.70,,,,,0.60,0.70,0.70,,0.20,0.40,,0.60,,0.60,,,0.60,,,0.90,,,,,0.50,,0.20,0.40,,,0.60,,,,,,,,0.70,,,0.50,0.30,,,0.80,
08-10-2015,19,,0.60,,,,,0.80,0.80,0.90,,0.20,0.40,,0.50,,0.80,,,0.70,,,1.10,,,0.50,,0.60,,0.30,0.60,,,0.70,,,,,,,,0.80,,,0.40,0.40,,,0.90,
08-10-2015,20,,0.70,,,,,0.80,0.90,0.70,,0.20,0.50,,0.50,,0.70,,,0.80,,0.40,1.20,,,0.50,,0.40,,0.50,0.50,,,0.60,,,,,,,,0.80,,,0.50,0.50,,,0.80,
08-10-2015,21,,0.70,,,,,0.50,1.10,0.50,,0.20,0.50,,0.50,,0.40,,,0.70,,0.40,0.90,,,0.40,,0.30,,0.50,0.40,,,0.60,,,,,,,,0.90,,,0.60,0.50,,,1.00,
08-10-2015,22,,0.70,,,,,0.50,1.00,0.40,,0.20,0.50,,0.50,,0.40,,,0.80,,0.40,0.90,,,0.40,,0.30,,0.40,0.30,,,0.70,,,,,,,,0.70,,,0.50,0.70,,,0.70,
08-10-2015,23,,0.70,,,,,0.50,0.70,0.40,,0.20,0.50,,0.50,,0.30,,,0.60,,0.40,0.70,,,0.40,,0.30,,0.30,0.30,,,0.50,,,,,,,,0.70,,,0.50,0.50,,,0.70,
08-10-2015,24,,0.70,,,,,0.40,0.60,0.40,,0.10,0.60,,0.50,,0.30,,,0.50,,0.50,0.60,,,0.30,,0.20,,0.20,0.30,,,0.40,,,,,,,,0.50,,,0.40,0.40,,,0.60,
09-10-2015,1,,0.70,,,,,0.40,0.40,0.40,,0.10,0.60,,0.40,,0.20,,,0.40,,0.40,0.60,,,0.20,,0.20,,0.20,0.20,,,0.30,,,,,,,,0.50,,,0.40,0.30,,,0.60,
09-10-2015,2,,0.60,,,,,0.40,0.40,0.30,,0.10,0.60,,0.40,,0.20,,,0.50,,0.40,,,,0.20,,0.20,,0.10,0.20,,,0.30,,,,,,,,0.50,,,0.40,0.30,,,0.70,
09-10-2015,3,,0.60,,,,,0.40,0.50,0.30,,0.20,0.50,,0.50,,0.20,,,0.40,,0.30,0.50,,,0.40,,0.20,,0.10,0.20,,,0.40,,,,,,,,0.50,,,0.40,0.30,,,0.60,
09-10-2015,4,,0.60,,,,,0.40,0.60,0.30,,0.40,0.70,,0.60,,0.30,,,0.50,,0.30,0.60,,,0.40,,0.30,,0.30,0.30,,,0.50,,,,,,,,0.50,,,0.40,0.30,,,0.70,
09-10-2015,5,,0.60,,,,,0.60,0.90,0.40,,0.40,0.70,,0.60,,0.60,,,0.70,,0.20,0.90,,,0.80,,0.70,,0.70,0.30,,,1.00,,,,,,,,0.70,,,0.50,0.40,,,1.30,
09-10-2015,6,,0.70,,,,,1.00,2.00,0.60,,0.80,1.00,,1.00,,1.50,,,0.90,,0.20,1.50,,,1.20,,1.10,,0.80,0.40,,,1.40,,,,,,,,1.10,,,0.80,0.90,,,2.10,
09-10-2015,7,,0.70,,,,,1.70,2.70,1.20,,0.90,2.60,,1.50,,3.40,,,1.50,,0.20,2.40,,,2.40,,1.40,,1.20,1.20,,,1.50,,,,,,,,2.00,,,1.10,1.80,,,2.60,
09-10-2015,8,,0.70,,,,,1.90,3.90,1.60,,0.90,1.20,,1.30,,2.20,,,2.10,,,2.10,,,2.60,,1.10,,2.40,1.20,,,2.20,,,,,,,,2.20,,,1.20,2.00,,,2.50,
09-10-2015,9,,0.80,,,,,1.60,2.40,1.20,,0.90,1.10,,1.40,,1.30,,,2.40,,0.30,2.20,,,1.70,,1.00,,2.00,1.10,,,1.70,,,,,,,,1.90,,,0.80,2.50,,,2.10,
09-10-2015,10,,1.10,,,,,2.10,1.40,1.30,,0.40,0.80,,1.10,,1.00,,,2.00,,0.40,1.90,,,1.30,,1.20,,1.30,1.20,,,1.40,,,,,,,,1.20,,,1.00,2.00,,,1.70,
09-10-2015,11,,1.50,,,,,1.90,1.40,2.00,,0.40,0.70,,0.90,,1.00,,,1.50,,0.40,1.30,,,1.20,,1.20,,0.60,1.40,,,1.00,,,,,,,,1.30,,,1.70,1.20,,,1.30,
09-10-2015,12,,1.80,,,,,1.40,,1.50,,0.20,0.60,,0.80,,0.70,,,1.20,,0.60,1.50,,,1.10,,0.90,,0.30,1.30,,,0.70,,,,,,,,1.50,,,1.20,0.60,,,1.30,
09-10-2015,13,,1.30,,,,,0.80,,1.10,,0.20,0.60,,0.50,,0.90,,,0.70,,0.60,1.20,,,0.90,,0.50,,0.30,0.90,,,0.50,,,,,,,,1.00,,,0.50,0.50,,,0.90,
09-10-2015,14,,1.00,,,,,0.70,,0.70,,0.20,0.50,,0.40,,0.70,,,0.80,,0.60,0.90,,,0.60,,0.50,,0.20,0.50,,,0.50,,,,,,,,0.90,,,0.70,0.40,,,0.70,
09-10-2015,15,,0.90,,,,,0.70,,0.80,,0.10,0.60,,0.70,,0.50,,,0.70,,0.60,0.80,,,0.60,,0.50,,0.20,0.60,,,0.50,,,,,,,,0.80,,,0.50,0.30,,,0.70,
09-10-2015,16,,1.00,,,,,0.50,0.70,0.70,,0.10,0.50,,0.60,,0.50,,,0.50,,,0.80,,,0.60,,0.40,,0.30,0.50,,,0.50,,,,,,,,0.70,,,0.30,0.30,,,0.70,
09-10-2015,17,,0.80,,,,,0.50,0.70,0.60,,0.10,0.70,,0.60,,0.50,,,0.50,,,0.80,,,0.50,,0.50,,0.30,0.40,,,0.50,,,,,,,,0.80,,,0.40,0.40,,,0.70,
09-10-2015,18,,0.90,,,,,0.50,0.70,0.60,,0.10,0.80,,0.60,,0.70,,,0.60,,,0.70,,,0.40,,0.40,,0.40,0.40,,,0.50,,,,,,,,0.80,,,0.40,0.30,,,0.70,
09-10-2015,19,,0.80,,,,,0.50,0.80,0.60,,0.10,0.60,,0.60,,0.90,,,0.50,,,0.90,,,0.40,,0.40,,0.40,0.40,,,0.60,,,,,,,,0.70,,,0.30,0.30,,,0.80,
09-10-2015,20,,0.80,,,,,0.50,0.80,0.60,,0.10,0.70,,0.60,,0.60,,,0.60,,0.50,0.90,,,0.40,,0.40,,0.50,0.40,,,0.60,,,,,,,,0.60,,,0.40,0.40,,,0.90,
09-10-2015,21,,0.80,,,,,0.50,0.60,0.60,,0.10,0.80,,0.60,,0.50,,,0.60,,0.50,0.70,,,0.50,,0.40,,0.40,0.40,,,0.60,,,,,,,,0.60,,,0.40,0.40,,,0.80,
09-10-2015,22,,0.80,,,,,0.50,0.50,0.50,,0.10,0.70,,0.50,,0.40,,,0.60,,0.30,0.80,,,0.30,,0.40,,0.40,0.40,,,0.60,,,,,,,,0.60,,,0.40,0.40,,,0.50,
09-10-2015,23,,0.60,,,,,0.50,0.50,0.40,,0.10,0.60,,0.40,,0.30,,,0.50,,0.30,0.60,,,0.30,,0.30,,0.20,0.30,,,0.40,,,,,,,,0.60,,,0.40,0.20,,,0.50,
09-10-2015,24,,0.60,,,,,0.40,0.40,0.40,,0.20,0.40,,0.40,,0.20,,,0.40,,0.30,0.60,,,0.20,,0.20,,0.10,0.20,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.40,
10-10-2015,1,,0.50,,,,,0.40,0.40,0.30,,0.60,0.40,,0.40,,0.20,,,0.40,,0.30,0.60,,,0.10,,0.20,,0.10,0.20,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.40,
10-10-2015,2,,0.60,,,,,0.40,0.40,0.30,,0.40,0.40,,0.30,,0.20,,,0.40,,0.30,0.50,,,0.10,,0.20,,0.00,0.20,,,0.30,,,,,,,,0.40,,,0.30,0.30,,,0.40,
10-10-2015,3,,0.60,,,,,0.30,0.40,0.30,,0.30,0.60,,0.30,,0.20,,,0.40,,0.30,0.40,,,0.10,,0.20,,0.00,0.20,,,0.30,,,,,,,,0.40,,,0.20,0.10,,,0.40,
10-10-2015,4,,0.60,,,,,0.30,0.40,0.30,,0.30,0.70,,0.40,,0.20,,,0.30,,0.30,0.40,,,0.20,,0.20,,0.10,0.20,,,0.20,,,,,,,,0.40,,,0.20,0.20,,,0.40,
10-10-2015,5,,0.60,,,,,0.30,0.40,0.30,,0.40,0.70,,0.40,,0.20,,,0.40,,0.20,0.60,,,0.20,,0.20,,0.20,0.20,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.50,
10-10-2015,6,,0.60,,,,,0.30,0.60,0.40,,0.90,1.30,,0.40,,0.30,,,0.40,,0.30,0.70,,,0.50,,0.30,,0.20,0.20,,,0.60,,,,,,,,0.50,,,0.30,0.30,,,0.80,
10-10-2015,7,,0.70,,,,,0.50,0.70,0.40,,1.10,1.40,,0.40,,0.30,,,0.60,,0.30,0.90,,,0.80,,0.30,,0.40,0.20,,,0.70,,,,,,,,0.90,,,0.50,0.30,,,0.80,
10-10-2015,8,,0.70,,,,,0.60,1.00,0.40,,1.20,1.70,,0.40,,0.40,,,0.70,,,1.00,,,0.30,,0.30,,0.60,0.30,,,0.70,,,,,,,,1.10,,,0.60,0.70,,,0.70,
10-10-2015,9,,0.60,,,,,0.60,0.70,0.30,,0.50,0.70,,0.40,,0.50,,,0.60,,0.20,0.80,,,0.60,,0.40,,0.40,0.20,,,0.70,,,,,,,,0.80,,,0.40,0.70,,,0.60,
10-10-2015,10,,0.60,,,,,0.40,0.50,0.40,,0.20,0.60,,0.40,,0.40,,,0.40,,0.30,0.60,,,0.40,,0.30,,0.30,0.20,,,0.50,,,,,,,,0.80,,,0.40,0.40,,,0.50,
10-10-2015,11,,0.70,,,,,0.50,0.50,0.40,,0.10,0.50,,0.50,,0.40,,,0.50,,,0.60,,,0.30,,0.30,,0.20,0.30,,,0.30,,,,,,,,0.70,,,0.40,0.30,,,0.50,
10-10-2015,12,,0.70,,,,,0.40,0.40,0.50,,0.00,0.40,,0.40,,0.30,,,0.40,,0.40,0.60,,,0.30,,0.20,,0.20,0.30,,,0.30,,,,,,,,0.60,,,0.40,0.30,,,0.50,
10-10-2015,13,,0.70,,,,,0.40,0.40,0.40,,0.00,0.40,,0.50,,0.30,,,0.40,,0.40,0.50,,,0.30,,0.20,,0.00,0.30,,,0.30,,,,,,,,0.50,,,0.40,0.10,,,0.40,
10-10-2015,14,,0.70,,,,,0.40,0.40,0.40,,0.00,0.40,,0.40,,0.30,,,0.40,,0.40,0.50,,,0.30,,0.20,,0.00,0.30,,,0.30,,,,,,,,0.60,,,0.30,0.20,,,0.40,
10-10-2015,15,,0.70,,,,,0.40,0.40,0.40,,0.00,0.40,,0.40,,0.20,,,0.40,,0.40,0.50,,,0.50,,0.20,,0.00,0.30,,,0.30,,,,,,,,0.70,,,0.30,0.20,,,0.50,
10-10-2015,16,,0.70,,,,,0.30,0.40,0.40,,0.00,0.40,,0.40,,0.30,,,0.40,,,0.50,,,0.60,,0.20,,0.10,0.30,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.40,
10-10-2015,17,,0.70,,,,,0.40,0.40,0.40,,0.00,0.50,,0.40,,0.30,,,0.40,,0.50,0.60,,,0.50,,0.20,,0.10,0.30,,,0.30,,,,,,,,0.50,,,0.30,0.20,,,0.40,
10-10-2015,18,,0.70,,,,,0.40,0.40,0.40,,0.00,0.50,,0.40,,0.30,,,0.40,,0.50,0.70,,,0.40,,0.30,,0.20,0.30,,,0.40,,,,,,,,0.60,,,0.40,0.20,,,0.50,
10-10-2015,19,,0.80,,,,,0.30,0.50,0.40,,0.30,0.40,,0.50,,0.40,,,0.40,,0.50,0.70,,,0.40,,0.30,,0.30,0.30,,,0.50,,,,,,,,0.50,,,0.30,0.30,,,0.50,
10-10-2015,20,,0.70,,,,,0.40,0.50,0.40,,0.20,0.50,,0.40,,0.30,,,0.40,,0.50,0.60,,,0.40,,0.30,,0.30,0.30,,,0.60,,,,,,,,0.50,,,0.30,0.30,,,0.50,
10-10-2015,21,,0.60,,,,,0.30,0.40,0.30,,0.20,0.50,,0.40,,0.30,,,0.40,,0.30,0.60,,,0.50,,0.20,,0.40,0.20,,,0.50,,,,,,,,0.50,,,0.30,0.30,,,0.50,
10-10-2015,22,,0.60,,,,,0.30,0.40,0.30,,0.20,0.50,,0.40,,0.20,,,0.40,,0.30,0.50,,,0.40,,0.20,,0.30,0.20,,,0.40,,,,,,,,0.60,,,0.30,0.30,,,0.50,
10-10-2015,23,,0.70,,,,,0.40,0.50,0.30,,0.10,0.50,,0.40,,0.20,,,0.40,,0.30,0.60,,,0.40,,0.20,,0.40,0.20,,,0.40,,,,,,,,0.60,,,0.30,0.30,,,0.50,
