Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
04-05-2015,3,0.30,,,,0.30,,,0.80,0.40,,0.30,0.30,,0.30,,,,,1.10,,,0.90,,0.70,0.20,1.30,0.80,,0.40,0.40,,,0.60,0.30,0.8,,,0.30,,,0.50,0.20,,0.60,0.60,,,1.10,
04-05-2015,4,0.30,,,,0.40,,,0.70,0.30,,0.40,0.30,,0.40,,,,,0.80,,,0.90,,0.70,0.40,1.00,0.70,,0.60,0.30,,,0.80,0.30,0.5,,,0.30,,,0.50,0.20,,0.60,0.50,,,0.90,
04-05-2015,5,0.20,,,,0.50,,,0.80,0.30,,0.50,0.70,,0.50,,,,,0.70,,,0.80,,0.90,0.40,1.10,0.80,,1.20,0.50,,,0.90,0.30,0.5,,,0.30,,,0.70,0.50,,0.60,0.80,,,1.40,
04-05-2015,6,0.30,,,,0.90,,,1.40,0.40,,0.60,0.70,,0.80,,,,,0.90,,,1.50,,1.20,0.60,1.70,1.10,,2.40,1.80,,,1.60,0.60,1.2,,,0.80,,,1.20,0.80,,0.90,1.10,,,2.20,
04-05-2015,7,0.50,,,,1.70,,,2.70,1.10,,1.50,0.90,,1.40,,,,,1.40,,,2.20,,1.30,1.40,1.90,1.60,,2.90,1.70,,,1.80,0.90,1.9,,,0.60,,,1.80,1.00,,1.50,1.90,,,2.90,
04-05-2015,8,0.90,,,,1.50,,,2.50,1.90,,0.70,1.10,,1.80,,,,,1.80,,,2.60,,1.70,1.60,2.30,1.60,,1.70,1.10,,,1.60,0.70,1.6,,,0.80,,,2.60,1.60,,1.20,1.70,,,2.70,
04-05-2015,9,0.40,,,,0.90,,,1.70,1.20,,0.30,0.50,,1.00,,,,,1.90,,,2.90,,1.20,1.40,2.20,1.70,,1.20,0.90,,,1.10,0.70,1.1,,,0.70,,,1.70,0.90,,0.80,1.20,,,1.70,
04-05-2015,10,0.20,,,,1.20,,,1.60,0.80,,0.30,0.50,,0.80,,,,,1.90,,,1.60,,1.00,0.80,2.00,1.30,,1.10,0.90,,,0.90,0.70,1.2,,,0.30,,,1.50,0.70,,0.80,0.80,,,1.50,
04-05-2015,11,0.20,,,,0.60,,,1.30,0.50,,0.20,0.50,,0.70,,,,,1.10,,,1.00,,0.50,0.50,1.40,0.90,,0.50,0.50,,,0.60,0.60,0.7,,,0.10,,,1.00,0.30,,0.50,0.40,,,1.00,
04-05-2015,12,0.20,,,,,,,1.20,0.40,,0.20,0.50,,0.70,,,,,0.90,,,0.70,,0.40,0.30,0.90,0.80,,0.40,0.40,,,0.50,0.50,0.3,,,0.10,,,0.90,0.50,,0.40,0.30,,,0.80,
04-05-2015,13,0.20,,,,0.80,,,0.90,0.40,,0.20,0.40,,0.60,,,,,0.70,,,0.80,,0.40,0.40,0.90,0.70,,0.40,0.40,,,0.50,0.50,0.3,,,0.10,,,1.00,0.60,,0.40,0.30,,,0.80,
04-05-2015,14,0.20,,,,0.80,,,0.80,0.40,,0.20,0.40,,0.60,,,,,0.70,,,0.70,,0.40,0.60,0.90,0.60,,0.40,0.40,,,0.60,0.50,0.4,,,0.10,,,1.00,0.50,,0.30,0.40,,,0.90,
04-05-2015,15,0.20,,,,0.80,,,0.90,0.40,,0.20,0.40,,0.60,,,,,0.70,,,0.70,,0.50,0.30,1.00,0.60,,0.50,0.40,,,0.60,0.60,0.4,,,0.10,,,1.00,0.40,,0.40,0.40,,,0.90,
04-05-2015,16,0.20,,,,0.80,,,0.90,0.40,,0.30,0.50,,0.70,,,,,0.70,,,0.70,,0.60,0.80,1.10,0.60,,0.80,0.50,,,0.60,0.50,0.5,,,0.20,,,0.90,0.60,,0.40,0.50,,,1.00,
04-05-2015,17,0.20,,,,0.90,,,0.80,0.40,,0.30,0.50,,0.70,,,,,0.80,,,0.80,,0.60,0.70,1.00,0.50,,0.70,0.50,,,0.70,0.40,0.6,,,0.20,,,0.80,0.60,,0.40,0.60,,,1.20,
04-05-2015,18,0.30,,,,0.40,,,1.00,0.40,,0.30,0.50,,0.50,,,,,1.00,,,1.20,,0.80,0.60,1.50,0.60,,0.90,0.70,,,0.80,0.40,0.7,,,0.20,,,0.90,0.40,,0.40,0.80,,,0.90,
04-05-2015,19,0.40,,,,0.90,,,1.20,0.50,,0.40,0.60,,0.60,,,,,1.00,,,1.20,,0.90,0.70,1.90,0.50,,1.30,0.70,,,1.10,0.40,1.3,,,0.10,,,1.10,0.40,,0.60,1.00,,,1.20,
04-05-2015,20,0.30,,,,0.70,,,1.00,0.40,,0.70,0.60,,0.70,,,,,1.00,,,1.10,,0.80,0.70,1.60,0.70,,1.20,0.60,,,1.40,0.40,1.1,,,0.30,,,1.20,0.80,,0.70,0.90,,,1.90,
04-05-2015,21,0.30,,,,1.30,,,1.50,0.70,,0.50,0.40,,0.70,,,,,1.10,,,1.30,,1.00,0.70,1.40,0.80,,0.80,0.50,,,1.10,0.50,1.2,,,0.20,,,2.00,0.60,,0.60,0.80,,,1.50,
04-05-2015,22,0.30,,,,1.20,,,1.20,0.50,,0.40,0.40,,0.90,,,,,0.80,,,1.00,,1.20,1.00,1.00,0.80,,0.90,1.00,,,1.00,0.60,1.0,,,0.30,,,1.50,0.90,,0.50,0.60,,,1.90,
04-05-2015,23,0.20,,,,0.80,,,1.20,0.60,,0.40,0.50,,0.90,,,,,1.00,,,1.00,,1.20,0.50,1.30,0.70,,0.90,0.70,,,1.00,0.60,1.1,,,0.40,,,1.10,1.10,,0.70,1.00,,,1.70,
04-05-2015,24,0.10,,,,0.70,,,1.30,0.60,,0.40,0.30,,0.60,,,,,1.10,,,1.20,,0.70,0.40,1.50,0.80,,1.00,0.60,,,0.90,0.40,0.9,,,0.40,,,1.00,1.00,,0.90,1.00,,,0.90,
05-05-2015,1,0.20,0.40,,,0.60,,,1.30,0.70,,0.40,0.40,,0.40,,,,,1.30,,,1.30,,0.70,0.30,1.60,,,0.60,0.70,,,0.80,0.30,0.8,,,0.30,,,1.20,1.00,,0.80,0.90,,,1.20,
05-05-2015,2,0.10,0.40,,,0.50,,,1.20,0.60,,0.30,0.30,,0.30,,,,,1.10,,,0.90,,0.70,0.30,1.30,,,0.70,0.40,,,0.70,0.30,0.8,,,0.20,,,1.00,0.70,,0.60,0.50,,,1.40,
05-05-2015,3,0.10,0.40,,,0.50,,,1.30,0.50,,0.30,0.20,,0.30,,,,,0.70,,,0.60,,0.70,0.70,0.90,,,0.30,0.40,,,0.80,0.30,0.9,,,0.20,,,1.10,0.70,,0.40,0.40,,,1.10,
05-05-2015,4,0.10,0.40,,,0.60,,,1.30,0.30,,0.30,0.30,,0.30,,,,,0.70,,,0.90,,0.80,0.40,1.10,,,0.40,0.50,,,0.90,0.30,0.5,,,0.20,,,0.70,0.80,,0.70,0.40,,,1.30,
05-05-2015,5,0.20,0.40,,,0.70,,,1.20,0.40,,0.30,0.30,,0.30,,,,,1.10,,,1.50,,1.10,0.40,1.30,,,0.80,0.40,,,1.30,0.40,0.7,,,0.40,,,0.80,0.80,,0.50,0.60,,,2.40,
05-05-2015,6,0.30,0.40,,,1.60,,,1.70,0.40,,0.40,0.50,,0.60,,,,,1.50,,,1.70,,1.70,1.10,2.30,,,0.80,0.60,,,1.90,0.60,1.9,,,0.70,,,1.40,1.80,,0.70,1.30,,,4.50,
05-05-2015,7,0.40,0.50,,,2.30,,,3.60,1.20,,0.40,0.80,,0.60,,,,,1.60,,,2.10,,2.80,1.50,3.50,,,1.00,0.80,,,2.50,1.10,2.3,,,0.70,,,2.00,1.40,,0.80,2.90,,,6.00,
05-05-2015,8,0.40,0.70,,,2.30,,,3.50,1.40,,0.90,0.80,,0.60,,,,,1.40,,,1.70,,2.60,1.20,2.30,,,1.30,1.10,,,3.00,0.70,1.7,,,0.90,,,2.70,1.50,,0.70,2.60,,,3.20,
